week,team_id,team,overall_eff,off_eff,def_eff,school,conference,color,logo
3,57,Florida,51.8,37.4,61.8,Florida,SEC,#0021A5,http://a.espncdn.com/i/teamlogos/ncaa/500/57.png
3,278,Fresno State,51.2,64.9,38.8,Fresno State,Mountain West,#c41230,http://a.espncdn.com/i/teamlogos/ncaa/500/278.png
3,2641,Texas Tech,51,46.1,70.2,Texas Tech,Big 12,#C80025,http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png
3,242,Rice,50.3,37.3,61.4,Rice,Conference USA,#003D7D,http://a.espncdn.com/i/teamlogos/ncaa/500/242.png
3,2653,Troy,49.7,49.8,48.7,Troy,Sun Belt,#AE0210,http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png
3,202,Tulsa,48.7,64.2,44.7,Tulsa,American Athletic,#004371,http://a.espncdn.com/i/teamlogos/ncaa/500/202.png
3,2309,Kent State,48.3,69.8,22.3,Kent State,Mid-American,#002445,http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png
3,290,Georgia Southern,47.4,60,26,Georgia Southern,Sun Belt,#003775,http://a.espncdn.com/i/teamlogos/ncaa/500/290.png
3,26,UCLA,47.3,59.8,43.2,UCLA,Pac-12,#005C8E,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png
3,2226,Florida Atlantic,47,52.5,47,Florida Atlantic,Conference USA,#004B85,http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png
3,295,Old Dominion,46.2,25.8,63.4,Old Dominion,Sun Belt,#00507d,http://a.espncdn.com/i/teamlogos/ncaa/500/295.png
3,2649,Toledo,45.2,44.9,41.2,Toledo,Mid-American,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png
3,2579,South Carolina,45,35.2,40.9,South Carolina,SEC,#670010,http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png
3,84,Indiana,44.5,41.2,44.4,Indiana,Big Ten,#7D110C,http://a.espncdn.com/i/teamlogos/ncaa/500/84.png
3,349,Army,44.2,76.9,21.3,Army,FBS Independents,#ce9c00,http://a.espncdn.com/i/teamlogos/ncaa/500/349.png
3,309,Louisiana,43.8,30.8,55.6,Louisiana,Sun Belt,#ce2842,http://a.espncdn.com/i/teamlogos/ncaa/500/309.png
3,2,Auburn,42.6,44.5,37.9,Auburn,SEC,#03244d,http://a.espncdn.com/i/teamlogos/ncaa/500/2.png
3,167,New Mexico,42.3,14,87.3,New Mexico,Mountain West,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
3,2348,Louisiana Tech,41.6,33.5,54.5,Louisiana Tech,Conference USA,#002d65,http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png
3,324,Coastal Carolina,38.4,36.3,39.9,Coastal Carolina,Sun Belt,#007073,http://a.espncdn.com/i/teamlogos/ncaa/500/324.png
3,2711,Western Michigan,37.8,43.7,30,Western Michigan,Mid-American,#532e1f,http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png
3,59,Georgia Tech,36.1,37.2,46.4,Georgia Tech,ACC,#00223e,http://a.espncdn.com/i/teamlogos/ncaa/500/59.png
3,193,Miami (OH),36,32.8,48.2,Miami (OH),Mid-American,#a4000c,http://a.espncdn.com/i/teamlogos/ncaa/500/193.png
3,24,Stanford,35.9,70.4,23.8,Stanford,Pac-12,#A80532,http://a.espncdn.com/i/teamlogos/ncaa/500/24.png
3,2751,Wyoming,35.7,17.7,48.4,Wyoming,Mountain West,#533B22,http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png
3,258,Virginia,34.9,34.9,45.1,Virginia,ACC,#f84c1e,http://a.espncdn.com/i/teamlogos/ncaa/500/258.png
3,195,Ohio,34.1,45.6,29.9,Ohio,Mid-American,#295A29,http://a.espncdn.com/i/teamlogos/ncaa/500/195.png
3,103,Boston College,33.1,29.8,51.8,Boston College,ACC,#88001a,http://a.espncdn.com/i/teamlogos/ncaa/500/103.png
3,249,North Texas,32.4,64.8,14.1,North Texas,Conference USA,#00853D,http://a.espncdn.com/i/teamlogos/ncaa/500/249.png
3,2199,Eastern Michigan,31.7,52.7,17.8,Eastern Michigan,Mid-American,#00331b,http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png
3,23,San José State,31.2,28.5,44.7,San José State,Mountain West,#005893,http://a.espncdn.com/i/teamlogos/ncaa/500/23.png
3,189,Bowling Green,31,33.6,29.3,Bowling Green,Mid-American,#2b1000,http://a.espncdn.com/i/teamlogos/ncaa/500/189.png
3,2459,Northern Illinois,30.3,56.7,14.8,Northern Illinois,Mid-American,#F1122C,http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png
3,21,San Diego State,29.4,10.5,40.8,San Diego State,Mountain West,#BF2C37,http://a.espncdn.com/i/teamlogos/ncaa/500/21.png
3,158,Nebraska,29.3,54.8,17.7,Nebraska,Big Ten,#F20017,http://a.espncdn.com/i/teamlogos/ncaa/500/158.png
3,326,Texas State,27.2,18.1,58.4,Texas State,Sun Belt,#4e1719,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png
3,2247,Georgia State,25.8,21.6,54,Georgia State,Sun Belt,#1e539a,http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png
3,2440,Nevada,25.6,17.9,40.8,Nevada,Mountain West,#153E5F,http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png
3,2050,Ball State,25,18.3,38.9,Ball State,Mid-American,#DA0000,http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png
3,2433,Louisiana Monroe,24.7,33.5,42.5,Louisiana Monroe,Sun Belt,#231F20,http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png
3,58,South Florida,24.3,37.3,18.9,South Florida,American Athletic,#004A36,http://a.espncdn.com/i/teamlogos/ncaa/500/58.png
3,77,Northwestern,22.4,24.9,27.8,Northwestern,Big Ten,#372286,http://a.espncdn.com/i/teamlogos/ncaa/500/77.png
3,2084,Buffalo,21.4,27.8,23.3,Buffalo,Mid-American,#041A9B,http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png
3,218,Temple,19.1,7.3,51.5,Temple,American Athletic,#A80532,http://a.espncdn.com/i/teamlogos/ncaa/500/218.png
3,2117,Central Michigan,17.5,37.1,19.6,Central Michigan,Mid-American,#6a0032,http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png
3,2429,Charlotte,16.7,46.1,7.5,Charlotte,Conference USA,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png
3,113,UMass,16,23.5,26.2,UMass,FBS Independents,#880007,http://a.espncdn.com/i/teamlogos/ncaa/500/113.png
3,2006,Akron,15.1,15.9,23.7,Akron,Mid-American,#00285e,http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png
3,38,Colorado,14.5,4.6,54.8,Colorado,Pac-12,#d1c57e,http://a.espncdn.com/i/teamlogos/ncaa/500/38.png
3,2638,UTEP,14.2,13,27.6,UTEP,Conference USA,#ff8200,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png
3,41,Connecticut,14.1,16.8,25,Connecticut,FBS Independents,#001d40,http://a.espncdn.com/i/teamlogos/ncaa/500/41.png
3,2426,Navy,14,4.5,51.3,Navy,American Athletic,#131630,http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png
3,328,Utah State,13.7,8.3,29.7,Utah State,Mountain West,#003263,http://a.espncdn.com/i/teamlogos/ncaa/500/328.png
3,166,New Mexico State,11.4,9.1,27.2,New Mexico State,FBS Independents,#891216,http://a.espncdn.com/i/teamlogos/ncaa/500/166.png
3,62,Hawai'i,8.3,4.7,18.6,Hawai'i,Mountain West,#003420,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png
3,36,Colorado State,8,6.1,29.9,Colorado State,Mountain West,#004537,http://a.espncdn.com/i/teamlogos/ncaa/500/36.png
3,2229,Florida International,5.5,10.3,7,Florida International,Conference USA,#001538,http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png
4,333,Alabama,94.7,85.9,91.2,Alabama,SEC,#690014,http://a.espncdn.com/i/teamlogos/ncaa/500/333.png
4,135,Minnesota,94.5,88.4,94.3,Minnesota,Big Ten,#981a31,http://a.espncdn.com/i/teamlogos/ncaa/500/135.png
4,61,Georgia,94,89.1,91.3,Georgia,SEC,#CC0000,http://a.espncdn.com/i/teamlogos/ncaa/500/61.png
4,194,Ohio State,93.1,97.5,71.8,Ohio State,Big Ten,#DE3121,http://a.espncdn.com/i/teamlogos/ncaa/500/194.png
4,30,USC,89.6,89.3,75.9,USC,Pac-12,#ffc72c,http://a.espncdn.com/i/teamlogos/ncaa/500/30.png
4,130,Michigan,88.6,79.5,84.3,Michigan,Big Ten,#00274c,http://a.espncdn.com/i/teamlogos/ncaa/500/130.png
4,2305,Kansas,86.9,96.3,50,Kansas,Big 12,#0022B4,http://a.espncdn.com/i/teamlogos/ncaa/500/2305.png
4,264,Washington,86.6,87.9,73.1,Washington,Pac-12,#2B2F64,http://a.espncdn.com/i/teamlogos/ncaa/500/264.png
4,2628,TCU,86.3,89.5,62.2,TCU,Big 12,#3C377D,http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png
4,52,Florida State,85.2,87.4,63.6,Florida State,ACC,#782F40,http://a.espncdn.com/i/teamlogos/ncaa/500/52.png
4,145,Ole Miss,85.2,82.6,74.1,Ole Miss,SEC,#001148,http://a.espncdn.com/i/teamlogos/ncaa/500/145.png
4,213,Penn State,84.3,73.7,80,Penn State,Big Ten,#00265D,http://a.espncdn.com/i/teamlogos/ncaa/500/213.png
4,254,Utah,83.9,76.9,81.4,Utah,Pac-12,#890012,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png
4,99,LSU,82.8,77.7,85.7,LSU,SEC,#fdd023,http://a.espncdn.com/i/teamlogos/ncaa/500/99.png
4,344,Mississippi State,82.8,59.3,89.4,Mississippi State,SEC,#762123,http://a.espncdn.com/i/teamlogos/ncaa/500/344.png
4,2633,Tennessee,82.8,86.1,63.2,Tennessee,SEC,#EE9627,http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png
4,239,Baylor,81.5,79.2,68,Baylor,Big 12,#004834,http://a.espncdn.com/i/teamlogos/ncaa/500/239.png
4,6,South Alabama,81.5,67.2,80.8,South Alabama,Sun Belt,#003E7E,http://a.espncdn.com/i/teamlogos/ncaa/500/6.png
4,256,James Madison,81.1,60.3,91.5,James Madison,Sun Belt,#450084,http://a.espncdn.com/i/teamlogos/ncaa/500/256.png
4,251,Texas,79.8,76.8,71.7,Texas,Big 12,#EE7524,http://a.espncdn.com/i/teamlogos/ncaa/500/251.png
4,2306,Kansas State,77.8,56.5,84.3,Kansas State,Big 12,#633194,http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png
4,120,Maryland,77.7,79.2,64.2,Maryland,Big Ten,#D5002B,http://a.espncdn.com/i/teamlogos/ncaa/500/120.png
4,197,Oklahoma State,77.4,71.4,58.4,Oklahoma State,Big 12,#FF6500,http://a.espncdn.com/i/teamlogos/ncaa/500/197.png
4,204,Oregon State,76.9,74.2,69.7,Oregon State,Pac-12,#c34500,http://a.espncdn.com/i/teamlogos/ncaa/500/204.png
4,2393,Middle Tennessee,76.7,45.1,82.5,Middle Tennessee,Conference USA,#0079C2,http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png
4,152,NC State,76,38.3,87.3,NC State,ACC,#EF1216,http://a.espncdn.com/i/teamlogos/ncaa/500/152.png
4,2483,Oregon,75.4,84.3,49.1,Oregon,Pac-12,#044520,http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png
4,228,Clemson,74.8,79.9,57.5,Clemson,ACC,#F66733,http://a.espncdn.com/i/teamlogos/ncaa/500/228.png
4,201,Oklahoma,74.6,82.2,57.3,Oklahoma,Big 12,#7b0000,http://a.espncdn.com/i/teamlogos/ncaa/500/201.png
4,96,Kentucky,73.2,48.6,86.2,Kentucky,SEC,#005DAA,http://a.espncdn.com/i/teamlogos/ncaa/500/96.png
4,252,BYU,72.5,79.8,61.2,BYU,FBS Independents,#001E4C,http://a.espncdn.com/i/teamlogos/ncaa/500/252.png
4,66,Iowa State,72.4,61,75.5,Iowa State,Big 12,#660015,http://a.espncdn.com/i/teamlogos/ncaa/500/66.png
4,2132,Cincinnati,71.8,56.9,75.1,Cincinnati,American Athletic,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png
4,356,Illinois,71.5,47.5,86.3,Illinois,Big Ten,#f77329,http://a.espncdn.com/i/teamlogos/ncaa/500/356.png
4,150,Duke,69.2,82,47.7,Duke,ACC,#001A57,http://a.espncdn.com/i/teamlogos/ncaa/500/150.png
4,87,Notre Dame,68.9,51.5,71.9,Notre Dame,FBS Independents,#00122b,http://a.espncdn.com/i/teamlogos/ncaa/500/87.png
4,183,Syracuse,67.8,59.1,65.1,Syracuse,ACC,#F37321,http://a.espncdn.com/i/teamlogos/ncaa/500/183.png
4,2005,Air Force,67.4,69.2,58.8,Air Force,Mountain West,#004a7b,http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png
4,97,Louisville,66,50,69.1,Louisville,ACC,#ad000a,http://a.espncdn.com/i/teamlogos/ncaa/500/97.png
4,2116,UCF,65.6,56,66.4,UCF,American Athletic,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png
4,265,Washington State,65.3,43.3,71.9,Washington State,Pac-12,#94022a,http://a.espncdn.com/i/teamlogos/ncaa/500/265.png
4,98,Western Kentucky,65.2,66.2,69.1,Western Kentucky,Conference USA,#F32026,http://a.espncdn.com/i/teamlogos/ncaa/500/98.png
4,5,UAB,65,45.5,73,UAB,Conference USA,#003b28,http://a.espncdn.com/i/teamlogos/ncaa/500/5.png
4,154,Wake Forest,64.9,67.9,57.5,Wake Forest,ACC,#9E7E38,http://a.espncdn.com/i/teamlogos/ncaa/500/154.png
4,2509,Purdue,64.9,70.3,56.8,Purdue,Big Ten,#B89D29,http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png
4,2294,Iowa,64.8,10.7,91.3,Iowa,Big Ten,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png
4,245,Texas A&M,64.4,34.4,71.2,Texas A&M,SEC,#5C0025,http://a.espncdn.com/i/teamlogos/ncaa/500/245.png
4,277,West Virginia,63.7,74.2,44,West Virginia,Big 12,#FFC600,http://a.espncdn.com/i/teamlogos/ncaa/500/277.png
4,2655,Tulane,63,47.3,75.9,Tulane,American Athletic,#005837,http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png
4,221,Pittsburgh,62.6,51.9,73.9,Pittsburgh,ACC,#003263,http://a.espncdn.com/i/teamlogos/ncaa/500/221.png
4,25,California,62,62,61.3,California,Pac-12,#031522,http://a.espncdn.com/i/teamlogos/ncaa/500/25.png
4,2439,UNLV,61.2,63.5,51.5,UNLV,Mountain West,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png
4,26,UCLA,60.4,72.3,49.3,UCLA,Pac-12,#005C8E,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png
4,2572,Southern Mississippi,59.9,30.8,70.5,Southern Mississippi,Sun Belt,#FFAA3C,http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png
4,275,Wisconsin,59.5,59.5,59.5,Wisconsin,Big Ten,#A00001,http://a.espncdn.com/i/teamlogos/ncaa/500/275.png
4,276,Marshall,59.4,35.9,79.3,Marshall,Sun Belt,#00ae42,http://a.espncdn.com/i/teamlogos/ncaa/500/276.png
4,142,Missouri,59.2,31,78.9,Missouri,SEC,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/142.png
4,2567,SMU,59,63.7,53.2,SMU,American Athletic,#E32F38,http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png
4,202,Tulsa,58.3,70.6,49.7,Tulsa,American Athletic,#004371,http://a.espncdn.com/i/teamlogos/ncaa/500/202.png
4,2309,Kent State,57.2,71,34,Kent State,Mid-American,#002445,http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png
4,8,Arkansas,56.1,64,45.6,Arkansas,SEC,#9c1831,http://a.espncdn.com/i/teamlogos/ncaa/500/8.png
4,2641,Texas Tech,55.3,52.9,66.8,Texas Tech,Big 12,#C80025,http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png
4,2335,Liberty,55.2,34.3,75.4,Liberty,FBS Independents,#071740,http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png
4,57,Florida,54.7,55.3,53.6,Florida,SEC,#0021A5,http://a.espncdn.com/i/teamlogos/ncaa/500/57.png
4,2032,Arkansas State,53.4,54.8,38.3,Arkansas State,Sun Belt,#e81018,http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png
4,235,Memphis,53.3,55.1,48.3,Memphis,American Athletic,#003087,http://a.espncdn.com/i/teamlogos/ncaa/500/235.png
4,153,North Carolina,51.7,82.7,18.1,North Carolina,ACC,#99bfe5,http://a.espncdn.com/i/teamlogos/ncaa/500/153.png
4,2653,Troy,51.4,38.1,63.2,Troy,Sun Belt,#AE0210,http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png
4,12,Arizona,51.2,67.3,36.8,Arizona,Pac-12,#002449,http://a.espncdn.com/i/teamlogos/ncaa/500/12.png
4,2226,Florida Atlantic,51,52.5,52.5,Florida Atlantic,Conference USA,#004B85,http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png
4,127,Michigan State,50.1,43.2,54.9,Michigan State,Big Ten,#18453B,http://a.espncdn.com/i/teamlogos/ncaa/500/127.png
4,2636,UT San Antonio,49.9,56.3,37.1,UT San Antonio,Conference USA,#002A5C,http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png
4,278,Fresno State,49.8,66.9,34.6,Fresno State,Mountain West,#c41230,http://a.espncdn.com/i/teamlogos/ncaa/500/278.png
4,238,Vanderbilt,49.7,41.5,52.4,Vanderbilt,SEC,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/238.png
4,324,Coastal Carolina,49.6,50.5,46.4,Coastal Carolina,Sun Belt,#007073,http://a.espncdn.com/i/teamlogos/ncaa/500/324.png
4,2026,Appalachian State,49.3,70.3,33.9,Appalachian State,Sun Belt,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png
4,248,Houston,48.9,38.4,55.4,Houston,American Athletic,#C90822,http://a.espncdn.com/i/teamlogos/ncaa/500/248.png
4,242,Rice,48.3,42.1,52.1,Rice,Conference USA,#003D7D,http://a.espncdn.com/i/teamlogos/ncaa/500/242.png
4,164,Rutgers,48.2,33.7,61.9,Rutgers,Big Ten,#d21034,http://a.espncdn.com/i/teamlogos/ncaa/500/164.png
4,2390,Miami,47.4,54.7,40.8,Miami,ACC,#004325,http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png
4,84,Indiana,47.2,43.6,47.6,Indiana,Big Ten,#7D110C,http://a.espncdn.com/i/teamlogos/ncaa/500/84.png
4,2579,South Carolina,46.6,44.3,37.4,South Carolina,SEC,#670010,http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png
4,259,Virginia Tech,45.9,22.9,72.8,Virginia Tech,ACC,#74232D,http://a.espncdn.com/i/teamlogos/ncaa/500/259.png
4,258,Virginia,45.8,34.8,62.8,Virginia,ACC,#f84c1e,http://a.espncdn.com/i/teamlogos/ncaa/500/258.png
4,151,East Carolina,43.4,59,38.4,East Carolina,American Athletic,#4b1869,http://a.espncdn.com/i/teamlogos/ncaa/500/151.png
4,2,Auburn,43.1,36.9,48.2,Auburn,SEC,#03244d,http://a.espncdn.com/i/teamlogos/ncaa/500/2.png
4,2649,Toledo,43.1,43.2,47.9,Toledo,Mid-American,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png
4,295,Old Dominion,43,25.8,61.2,Old Dominion,Sun Belt,#00507d,http://a.espncdn.com/i/teamlogos/ncaa/500/295.png
4,68,Boise State,42.6,21,66.6,Boise State,Mountain West,#09347A,http://a.espncdn.com/i/teamlogos/ncaa/500/68.png
4,349,Army,42,75.2,20.4,Army,FBS Independents,#ce9c00,http://a.espncdn.com/i/teamlogos/ncaa/500/349.png
4,290,Georgia Southern,41.3,58.3,21.5,Georgia Southern,Sun Belt,#003775,http://a.espncdn.com/i/teamlogos/ncaa/500/290.png
4,309,Louisiana,41.1,23.8,56.8,Louisiana,Sun Belt,#ce2842,http://a.espncdn.com/i/teamlogos/ncaa/500/309.png
4,23,San José State,40.7,36,51,San José State,Mountain West,#005893,http://a.espncdn.com/i/teamlogos/ncaa/500/23.png
4,59,Georgia Tech,40.1,38,57.4,Georgia Tech,ACC,#00223e,http://a.espncdn.com/i/teamlogos/ncaa/500/59.png
4,2751,Wyoming,39.6,24.3,48.7,Wyoming,Mountain West,#533B22,http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png
4,193,Miami (OH),39.3,31.7,51.1,Miami (OH),Mid-American,#a4000c,http://a.espncdn.com/i/teamlogos/ncaa/500/193.png
4,167,New Mexico,38.9,12.8,76.7,New Mexico,Mountain West,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
4,2459,Northern Illinois,37.4,63.2,18,Northern Illinois,Mid-American,#F1122C,http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png
4,2348,Louisiana Tech,36.5,28.8,56.2,Louisiana Tech,Conference USA,#002d65,http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png
4,249,North Texas,35.9,51.7,28,North Texas,Conference USA,#00853D,http://a.espncdn.com/i/teamlogos/ncaa/500/249.png
4,24,Stanford,35.6,62.8,28.4,Stanford,Pac-12,#A80532,http://a.espncdn.com/i/teamlogos/ncaa/500/24.png
4,2199,Eastern Michigan,34.2,64.2,14.4,Eastern Michigan,Mid-American,#00331b,http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png
4,2084,Buffalo,33.9,43.5,29.5,Buffalo,Mid-American,#041A9B,http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png
4,9,Arizona State,32.6,27.2,43.5,Arizona State,Pac-12,#942139,http://a.espncdn.com/i/teamlogos/ncaa/500/9.png
4,21,San Diego State,32.6,10.3,46.8,San Diego State,Mountain West,#BF2C37,http://a.espncdn.com/i/teamlogos/ncaa/500/21.png
4,2433,Louisiana Monroe,31.7,32.5,54.9,Louisiana Monroe,Sun Belt,#231F20,http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png
4,189,Bowling Green,29.2,39.5,24.5,Bowling Green,Mid-American,#2b1000,http://a.espncdn.com/i/teamlogos/ncaa/500/189.png
4,2426,Navy,28.4,12.6,58.5,Navy,American Athletic,#131630,http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png
4,158,Nebraska,27.4,51.6,17.4,Nebraska,Big Ten,#F20017,http://a.espncdn.com/i/teamlogos/ncaa/500/158.png
4,103,Boston College,27.2,24.3,46.3,Boston College,ACC,#88001a,http://a.espncdn.com/i/teamlogos/ncaa/500/103.png
4,2711,Western Michigan,26.8,32.5,24.9,Western Michigan,Mid-American,#532e1f,http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png
4,326,Texas State,26.8,16.9,61.2,Texas State,Sun Belt,#4e1719,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png
4,2050,Ball State,26.4,24.9,35,Ball State,Mid-American,#DA0000,http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png
4,2117,Central Michigan,25.4,42.1,28.4,Central Michigan,Mid-American,#6a0032,http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png
4,2440,Nevada,25.3,21.2,35.8,Nevada,Mountain West,#153E5F,http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png
4,218,Temple,24.7,7.8,61.7,Temple,American Athletic,#A80532,http://a.espncdn.com/i/teamlogos/ncaa/500/218.png
4,195,Ohio,24.1,43.4,14.4,Ohio,Mid-American,#295A29,http://a.espncdn.com/i/teamlogos/ncaa/500/195.png
4,2638,UTEP,23,19.6,34.6,UTEP,Conference USA,#ff8200,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png
4,77,Northwestern,22.2,23,32.6,Northwestern,Big Ten,#372286,http://a.espncdn.com/i/teamlogos/ncaa/500/77.png
4,2006,Akron,21.8,18.5,34,Akron,Mid-American,#00285e,http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png
4,2247,Georgia State,20.7,17.5,43.2,Georgia State,Sun Belt,#1e539a,http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png
4,58,South Florida,19.3,26.2,19.8,South Florida,American Athletic,#004A36,http://a.espncdn.com/i/teamlogos/ncaa/500/58.png
4,166,New Mexico State,18.5,19.4,27.8,New Mexico State,FBS Independents,#891216,http://a.espncdn.com/i/teamlogos/ncaa/500/166.png
4,2429,Charlotte,15.5,48,6.1,Charlotte,Conference USA,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png
4,328,Utah State,13.8,7.9,31.9,Utah State,Mountain West,#003263,http://a.espncdn.com/i/teamlogos/ncaa/500/328.png
4,38,Colorado,12.8,7.4,42.1,Colorado,Pac-12,#d1c57e,http://a.espncdn.com/i/teamlogos/ncaa/500/38.png
4,41,Connecticut,11.6,15.7,20.2,Connecticut,FBS Independents,#001d40,http://a.espncdn.com/i/teamlogos/ncaa/500/41.png
4,113,UMass,10.8,11.7,26.6,UMass,FBS Independents,#880007,http://a.espncdn.com/i/teamlogos/ncaa/500/113.png
4,62,Hawai'i,6.8,7.7,11.7,Hawai'i,Mountain West,#003420,http://a.espncdn.com/i/teamlogos/ncaa/500/62.png
4,36,Colorado State,5.8,6.5,22.5,Colorado State,Mountain West,#004537,http://a.espncdn.com/i/teamlogos/ncaa/500/36.png
4,2229,Florida International,4.1,8.8,4.8,Florida International,Conference USA,#001538,http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png
5,333,Alabama,95.4,88.4,91.7,Alabama,SEC,#690014,http://a.espncdn.com/i/teamlogos/ncaa/500/333.png
5,194,Ohio State,93.1,97.7,73.4,Ohio State,Big Ten,#DE3121,http://a.espncdn.com/i/teamlogos/ncaa/500/194.png
5,130,Michigan,90.6,86,81.5,Michigan,Big Ten,#00274c,http://a.espncdn.com/i/teamlogos/ncaa/500/130.png
5,2628,TCU,90.6,93.2,72.2,TCU,Big 12,#3C377D,http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png
5,61,Georgia,89.9,85.6,88.2,Georgia,SEC,#CC0000,http://a.espncdn.com/i/teamlogos/ncaa/500/61.png
5,254,Utah,85.5,76.2,86.7,Utah,Pac-12,#890012,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png
5,30,USC,84.3,90.5,59.8,USC,Pac-12,#ffc72c,http://a.espncdn.com/i/teamlogos/ncaa/500/30.png
5,344,Mississippi State,84.2,66.5,85.5,Mississippi State,SEC,#762123,http://a.espncdn.com/i/teamlogos/ncaa/500/344.png
5,2305,Kansas,83.8,90.4,55.4,Kansas,Big 12,#0022B4,http://a.espncdn.com/i/teamlogos/ncaa/500/2305.png
5,251,Texas,83.4,80.6,74.8,Texas,Big 12,#EE7524,http://a.espncdn.com/i/teamlogos/ncaa/500/251.png
5,197,Oklahoma State,83.4,72.8,70.3,Oklahoma State,Big 12,#FF6500,http://a.espncdn.com/i/teamlogos/ncaa/500/197.png
5,135,Minnesota,82.3,68.8,89.4,Minnesota,Big Ten,#981a31,http://a.espncdn.com/i/teamlogos/ncaa/500/135.png
5,2633,Tennessee,82.2,86.3,61.6,Tennessee,SEC,#EE9627,http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png
5,99,LSU,81.5,71.1,84.5,LSU,SEC,#fdd023,http://a.espncdn.com/i/teamlogos/ncaa/500/99.png
5,145,Ole Miss,81.5,78.9,70.6,Ole Miss,SEC,#001148,http://a.espncdn.com/i/teamlogos/ncaa/500/145.png
